taxiId,longitude,latitude
2,116.36421999999999,39.887809999999995
2,116.37481000000001,39.88782
2,116.37677,39.88791
2,116.38033,39.88795
2,116.39392,39.89014
2,116.41148999999999,39.89152
2,116.42105,39.891940000000005
2,116.4215,39.89823
2,116.4215,39.89902
2,116.42971999999999,39.90726
2,116.4302,39.91176
2,116.44396,39.908
2,116.4441,39.90807
2,116.4441,39.90807
2,116.45478,39.90392
2,116.4551,39.88981
2,116.45485,39.88333
2,116.46018000000001,39.880520000000004
2,116.4578,39.88109
2,116.4578,39.88109
2,116.45848000000001,39.881040000000006
2,116.45851,39.881040000000006
2,116.4554,39.875170000000004
2,116.45531000000001,39.8785
2,116.4554,39.88053
2,116.4554,39.88053
2,116.4554,39.88053
2,116.4554,39.88053
2,116.45478,39.86868
2,116.45445,39.8669
2,116.46708000000001,39.845690000000005
2,116.42173999999999,39.83097
2,116.41076000000001,39.83099
2,116.39511999999999,39.82268
2,116.39516,39.821999999999996
2,116.39601,39.806459999999994
2,116.39626000000001,39.803509999999996
2,116.39228999999999,39.7915
2,116.39145,39.7899
2,116.38921,39.80046
2,116.39641999999999,39.81015
2,116.39631000000001,39.81256
2,116.39533999999999,39.82989
2,116.39496000000001,39.8369
2,116.39496000000001,39.8369
2,116.39413,39.85653
2,116.39436,39.860409999999995
2,116.40308999999999,39.8706
2,116.40728,39.870709999999995
2,116.41766000000001,39.882490000000004
2,116.42362,39.88947
2,116.42362,39.88947
2,116.42336999999999,39.89197
2,116.44966000000001,39.89159
2,116.4496,39.88832
2,116.44944,39.88326
2,116.45427,39.88317
2,116.45908,39.892179999999996
2,116.46095,39.892179999999996
2,116.4665,39.89566
2,116.46405,39.895990000000005
2,116.46786999999999,39.892309999999995
2,116.46735,39.89222
2,116.48135,39.8918
2,116.48337,39.8905
2,116.48106000000001,39.86022
2,116.47973,39.8525
2,116.48376999999999,39.849509999999995
2,116.3943,39.849509999999995
2,116.48376999999999,39.849509999999995
2,116.48236999999999,39.86544
2,116.45787,39.86674
2,116.45267,39.88377
2,116.45833999999999,39.88306
2,116.46013,39.88304
2,116.49143000000001,39.8777
2,116.49386000000001,39.87645
2,116.50426000000002,39.86591
2,116.5042,39.86504
2,116.50403,39.86164
2,116.50251000000002,39.86249
2,116.49526000000002,39.87583
2,116.49155,39.87773
2,116.4683,39.883070000000004
2,116.46616000000002,39.8831
2,116.45629,39.88071
2,116.4554,39.8807
2,116.4553,39.88958
2,116.45538,39.89094
2,116.45645,39.89955
2,116.45626000000001,39.9052
2,116.44961,39.90748
2,116.4472,39.90833
2,116.44434,39.91649
2,116.44418999999999,39.92078
2,116.44429,39.93023
2,116.4443,39.930209999999995
2,116.44921000000001,39.92884
2,116.44921000000001,39.92884
2,116.44922,39.92884
2,116.44046999999999,39.92559
2,116.4399,39.92429
2,116.43767,39.933890000000005
2,116.43886,39.95017
2,116.44442,39.9547
2,116.44346000000002,39.96009
2,116.44266999999999,39.960570000000004
2,116.44256999999999,39.95988
2,116.44503,39.95841
2,116.45527,39.95
2,116.45531000000001,39.9481
2,116.45545,39.93333
2,116.45522,39.92895
2,116.47176,39.92155
2,116.4747,39.92158
2,116.48328000000001,39.914190000000005
2,116.4864,39.91411
2,116.49843999999999,39.91453
2,116.49938999999999,39.91455
2,116.49592,39.91741
2,116.49595,39.92055
2,116.51118000000001,39.9258
2,116.50968,39.92205
2,116.48364,39.92174
2,116.47939,39.92168
2,116.47851000000001,39.907059999999994
2,116.47488,39.9072
2,116.47237,39.90715
2,116.47237,39.90716
2,116.46638,39.90383
2,116.45812,39.90341
2,116.45442,39.90463
2,116.45191000000001,39.90524
2,116.45105,39.90726
2,116.45105,39.90726
2,116.45053,39.90726
2,116.45053,39.90726
2,116.44438999999998,39.91148
2,116.44438999999998,39.91172
2,116.44438999999998,39.91172
2,116.45286000000002,39.90672
2,116.45423000000001,39.9067
2,116.44972,39.89308
2,116.4497,39.892540000000004
2,116.45494,39.87676
2,116.45473999999999,39.86935
2,116.45576000000001,39.86694
2,116.45576000000001,39.86694
2,116.45902,39.866640000000004
2,116.47056,39.87001
2,116.47036000000001,39.87276
2,116.47048000000001,39.87281
2,116.46755,39.87021
2,116.46168,39.8753
2,116.45773,39.881190000000004
2,116.45766,39.88112
2,116.45766,39.88112
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.45753,39.88094
2,116.43982,39.87955
2,116.41398000000001,39.90013
2,116.41917,39.9035
2,116.41917,39.9035
2,116.43248999999999,39.89679
2,116.42931000000002,39.89543
2,116.41905,39.89601
2,116.42634,39.89217
2,116.44935,39.88321
